student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
052130552637,19,other,private,post graduate,5.5,93,yes,15-30 min,no,textbook,67,79.3,67.7,71.6,c
052130552638,16,male,private,post graduate,6.3,64.3,yes,15-30 min,no,mixed,84.7,94.4,75.2,79.8,c
052130552639,17,male,public,high school,4.2,61.6,yes,<15 min,yes,textbook,63.5,72.2,78,64,d
052130552640,17,other,private,phd,7.5,91.9,yes,15-30 min,no,mixed,91.2,91,100,100,a
052130552641,19,male,private,phd,7,59.8,yes,15-30 min,yes,coaching,62.4,83.7,64.1,77.2,c
052130552642,15,other,private,diploma,1.4,68.2,yes,15-30 min,yes,mixed,45.3,44.7,23.1,36.9,f
052130552643,15,male,public,high school,1.6,69,yes,15-30 min,no,mixed,42.2,42,40.6,44.3,e
052130552644,16,other,public,diploma,1.1,69.8,yes,15-30 min,no,textbook,15.3,23.6,20.5,29.6,f
052130552645,18,other,public,diploma,7.1,53.8,yes,15-30 min,no,coaching,74.5,57.9,69.9,72.2,c
052130552646,19,male,private,phd,4.7,92.2,yes,30-60 min,yes,textbook,82.1,66.3,98.5,78.9,c
052130552647,15,male,public,high school,7.6,60.8,yes,<15 min,no,mixed,74.6,79.1,71.1,78.2,c
052130552648,14,other,public,phd,6,68.3,yes,>60 min,yes,coaching,75.9,83.2,67,76.9,c
052130552649,17,male,public,high school,6,81.9,yes,15-30 min,yes,online videos,83.8,75.7,77.2,73.4,c
052130552650,17,male,public,phd,1.4,90.2,yes,>60 min,yes,notes,45.7,54.3,37.5,45.1,e
052130552651,16,other,private,phd,1.3,79.4,no,15-30 min,yes,mixed,26.4,35.7,22.7,41.3,e
052130552652,15,other,private,graduate,7.5,68.1,yes,<15 min,yes,notes,94.8,85.7,91.5,94.3,b
052130552653,19,male,private,no formal,4.1,50.3,no,30-60 min,no,coaching,60.9,52.6,35.2,51.1,e
052130552654,19,female,private,graduate,8,74.8,yes,>60 min,yes,notes,82.2,100,86.7,95.5,a
052130552655,18,female,private,phd,2.9,78.1,no,30-60 min,no,coaching,55.5,43.7,52.2,48.4,e
052130552656,17,female,private,phd,5.2,68,no,15-30 min,no,coaching,68.9,56.6,55.8,69.7,d
052130552657,15,female,private,diploma,4.8,81.5,yes,>60 min,yes,group study,55.7,82.8,80.5,70.6,c
052130552658,16,female,private,diploma,1,89.4,yes,30-60 min,no,notes,52.5,38.2,41.8,43.5,e
052130552659,14,male,public,diploma,4.4,51.8,yes,15-30 min,yes,coaching,55.4,75,79.7,63.4,d
052130552660,15,male,public,high school,7.4,90.6,yes,<15 min,no,mixed,99.9,100,100,100,a
052130552661,16,other,private,graduate,3.9,79.5,yes,30-60 min,no,group study,69.2,62,65.2,66.2,d
052130552662,16,male,private,phd,4,66.3,no,<15 min,yes,textbook,68.7,61.3,68.9,67.7,d
052130552663,14,other,public,high school,5.8,84.7,yes,30-60 min,yes,mixed,76.7,84.4,90.4,84.3,c
052130552664,19,male,public,phd,6.4,85.2,yes,>60 min,no,mixed,100,70.4,100,95,b
052130552665,15,other,private,no formal,6.7,87.9,no,30-60 min,no,textbook,85.8,100,85,94.6,b
052130552666,17,female,private,no formal,3.9,70.6,yes,30-60 min,yes,coaching,64.2,69.8,68.7,68,d
052130552667,16,other,private,phd,3.8,78.8,yes,>60 min,yes,online videos,66.7,66.1,58.1,58.4,d
052130552668,16,other,private,no formal,4.1,73.8,yes,<15 min,no,notes,55.9,43.5,69.6,57.3,d
052130552669,19,female,public,diploma,7.8,68.2,yes,<15 min,yes,textbook,92.2,100,98.8,96,a
052130552670,18,other,private,phd,7.5,56.5,yes,>60 min,no,online videos,76.6,74.7,71.8,80,c
052130552671,19,female,public,diploma,5.2,96,yes,15-30 min,no,group study,57.5,74.2,77.5,76.4,c
052130552672,16,other,private,high school,2.6,56.4,yes,>60 min,yes,group study,55,45.4,30.9,45.6,e
052130552673,15,other,private,no formal,7.3,82.4,yes,<15 min,no,mixed,70.1,73.4,98.5,82.6,c
052130552674,16,other,private,post graduate,1.8,70,yes,15-30 min,yes,notes,46.8,40.9,41.6,47.4,e
052130552675,17,other,private,high school,1.3,91.1,no,>60 min,no,coaching,15.2,49.8,27,38.5,f
052130552676,16,female,public,no formal,3.6,73.6,yes,<15 min,yes,textbook,51.1,59.4,59.1,50.6,e
052130552677,16,male,private,diploma,5.6,59.3,yes,<15 min,yes,group study,48,64,67.5,61.4,d
052130552678,14,female,private,high school,0.9,57.5,yes,15-30 min,yes,online videos,22,29,59.5,39.6,f
052130552679,17,male,public,phd,2.8,69.6,yes,30-60 min,yes,notes,30.3,35.8,43.1,40.6,e
052130552680,18,female,public,post graduate,6.4,76.7,yes,30-60 min,no,online videos,56.8,76.4,80,74,c
052130552681,17,other,private,phd,5.4,81.5,yes,30-60 min,no,textbook,68.8,74,76.3,71,c
052130552682,19,male,private,phd,1.1,92.4,yes,15-30 min,no,online videos,53.6,61.9,49.9,53.8,e
052130552683,19,other,private,phd,2,68.7,yes,>60 min,no,textbook,38.7,28.7,39.2,40.6,e
052130552684,19,female,public,graduate,5.9,89.1,yes,15-30 min,yes,notes,84.1,93.2,100,91.6,b
052130552685,14,male,private,high school,1.4,61.2,yes,15-30 min,yes,online videos,36.7,44.1,21.6,29.1,f
052130552686,19,other,private,no formal,0.6,93.9,yes,>60 min,no,notes,32.8,38,37.3,36.1,f
052130552687,16,male,public,no formal,7.9,54.9,no,>60 min,yes,coaching,86.7,85.3,54.6,76.2,c
052130552688,16,female,private,high school,5.1,90.2,no,>60 min,no,mixed,47.5,60.6,77.1,70.3,c
052130552689,16,female,public,phd,3.7,63.4,no,30-60 min,yes,notes,64,70,69.9,62.7,d
052130552690,15,other,private,high school,5,82.8,yes,15-30 min,yes,online videos,72.9,70.4,87.3,71.8,c
052130552691,19,female,private,no formal,5.5,77.2,yes,<15 min,yes,online videos,68.3,57.9,80.7,77.2,c
052130552692,17,male,public,phd,4.2,78.9,yes,>60 min,no,notes,70.8,86.7,51.3,60.7,d
052130552693,19,female,private,diploma,5.4,99,no,15-30 min,no,coaching,75,80.5,78.6,76.5,c
052130552694,19,other,private,diploma,5.8,79.9,yes,15-30 min,yes,online videos,78.5,92.9,100,78.4,c
052130552695,16,other,public,high school,1.8,60.8,yes,15-30 min,no,textbook,32.6,38.5,16.5,29.9,f
052130552696,18,male,private,phd,3.7,70.5,yes,15-30 min,yes,coaching,83.5,54.4,67.8,66.3,d
052130552697,17,female,public,diploma,2.8,54.8,yes,15-30 min,yes,online videos,39.3,39.9,28.1,44.5,e
052130552698,16,other,public,phd,6.5,66.8,yes,<15 min,no,textbook,75,74.9,88.4,74.5,c
052130552699,18,male,public,phd,6.3,64.6,yes,15-30 min,no,notes,77.1,96.7,63.9,66.4,d
052130552700,18,male,public,diploma,6.6,82.2,yes,<15 min,yes,group study,74.5,80.4,85.4,77,c
052130552701,19,other,public,post graduate,3.8,95.7,yes,>60 min,no,group study,73.7,52.1,49.4,64.2,d
052130552702,18,female,public,no formal,4.8,64.1,yes,30-60 min,no,group study,56.2,47.9,55.4,57.5,d
052130552703,17,female,private,post graduate,5.8,92.4,yes,<15 min,yes,textbook,85.5,97.6,62.1,83.2,c
052130552704,19,female,private,phd,2.9,93.8,yes,>60 min,no,textbook,58,57,53.8,60.8,d
052130552705,14,female,private,high school,7.8,81.6,yes,30-60 min,no,textbook,83.4,80.8,93.8,87.7,b
052130552706,18,male,private,no formal,3.3,84.9,yes,30-60 min,yes,online videos,62.3,64.1,52.1,63.4,d
052130552707,16,other,public,no formal,4.5,89.9,yes,15-30 min,no,group study,71.2,100,94.2,80.5,c
052130552708,16,female,private,phd,6.7,68.6,yes,30-60 min,yes,textbook,74.9,85.8,76.2,83.9,c
052130552709,18,female,public,high school,6.1,99.3,yes,<15 min,yes,mixed,85.5,100,83.8,88.1,b
052130552710,15,male,public,diploma,4.3,69.1,yes,15-30 min,yes,group study,54.9,61.1,45.3,55.7,d
052130552711,19,male,private,diploma,3.6,54.2,yes,30-60 min,no,notes,56.3,45.3,68.5,51,e
052130552712,16,female,public,high school,5.3,86.6,yes,>60 min,yes,online videos,79.9,82.2,64.3,84.8,c
052130552713,16,male,public,no formal,3.8,66.7,yes,<15 min,yes,group study,76.3,70,65.6,62.6,d
052130552714,15,other,private,diploma,4.9,51.4,yes,30-60 min,yes,coaching,46.2,31.4,57.5,59.3,d
052130552715,16,other,public,phd,6.5,59,yes,>60 min,no,mixed,65.8,66.3,92,75.5,c
052130552716,19,male,private,diploma,1.4,68.5,no,>60 min,no,textbook,48.8,36,41.7,46.1,e
052130552717,14,male,public,post graduate,5.7,60.6,yes,30-60 min,no,online videos,74.1,67.9,60.1,62.3,d
052130552718,17,female,public,post graduate,0.9,56.8,yes,>60 min,yes,online videos,16.7,18.4,19.7,25,f
052130552719,19,male,public,post graduate,6,58.1,yes,30-60 min,no,group study,77.7,58.4,64.2,63.7,d
052130552720,16,other,public,graduate,2.1,81.3,yes,15-30 min,yes,group study,60.8,56.4,61.3,54.3,e
052130552721,17,male,public,diploma,4.2,56.4,yes,>60 min,no,textbook,63.6,40.3,58.9,59.7,d
052130552722,16,female,public,high school,2.5,89.2,yes,30-60 min,no,textbook,64.3,42.8,50.8,60.6,d
052130552723,14,male,private,high school,2.9,92.1,yes,>60 min,no,textbook,65.5,70.3,58,62.1,d
052130552724,17,other,private,graduate,5.2,86.2,yes,<15 min,yes,online videos,76,76.1,87.2,81.8,c
052130552725,19,male,public,diploma,3.7,62.3,yes,<15 min,no,coaching,54.4,43.2,67.2,60.3,d
052130552726,17,female,private,diploma,4.2,78.8,yes,15-30 min,no,group study,66.4,76.1,90.5,72.3,c
052130552727,16,other,public,diploma,8,53.1,yes,<15 min,no,coaching,71.2,74,72.6,76.8,c
052130552728,14,female,private,phd,1.4,97.1,yes,30-60 min,no,textbook,46.9,54,41.5,41.3,e
052130552729,19,male,public,graduate,3.4,50.4,yes,>60 min,yes,online videos,58.5,50.6,50.7,47.1,e
052130552730,19,male,private,phd,4.5,61.1,yes,<15 min,yes,textbook,41,39.7,59.4,52.1,e
052130552731,19,female,public,phd,6.6,54.1,yes,>60 min,no,group study,58.2,62.5,74.7,68.1,d
052130552732,16,male,private,graduate,2.6,99.7,yes,>60 min,no,group study,72.4,65,46.4,59.8,d
052130552733,17,female,private,no formal,3.5,52,yes,<15 min,yes,online videos,55.3,63.5,40.3,57,d
052130552734,16,female,public,phd,6.7,50.1,yes,15-30 min,no,coaching,75.2,79.2,73.5,69.7,d
052130552735,15,female,public,diploma,4.5,55,yes,15-30 min,no,coaching,62.3,60.4,58.2,67.4,d
052130552736,15,other,public,diploma,6.9,94.1,no,>60 min,yes,coaching,100,100,91.2,100,a
052130552737,16,other,public,diploma,1,70,yes,30-60 min,no,online videos,36.8,59.4,33.5,36.8,f
052130552738,17,male,public,no formal,2.7,97.2,no,>60 min,no,textbook,67.6,70.7,42.4,60.6,d
052130552739,14,other,private,graduate,4.7,98,yes,15-30 min,yes,mixed,91,89.3,80,82.8,c
052130552740,18,other,private,no formal,1.4,86.3,no,15-30 min,yes,textbook,19.4,32.8,32.9,36.6,f
052130552741,16,male,public,post graduate,4.1,58.4,yes,>60 min,yes,coaching,34,60.8,47.2,51.8,e
052130552742,19,female,private,phd,0.6,98.6,yes,<15 min,yes,group study,33.2,24.8,27.4,39.7,f
052130552743,15,female,public,diploma,4.3,71.9,yes,15-30 min,no,textbook,54.8,57,71.5,55.3,d
052130552744,14,female,private,diploma,7.4,73.2,yes,<15 min,no,online videos,78.5,69.8,92.1,79.4,c
052130552745,15,female,private,post graduate,7.6,81.8,yes,<15 min,yes,mixed,100,93.5,100,99.2,a
052130552746,19,other,private,phd,2.9,85.8,no,<15 min,no,mixed,38.8,56.8,38.1,49.2,e
052130552747,15,female,private,no formal,0.5,98.1,yes,<15 min,no,coaching,31.6,19.1,47.3,42.9,e
052130552748,18,other,public,diploma,7.3,98.5,yes,15-30 min,no,mixed,89.9,86.3,100,100,a
052130552749,19,female,private,high school,4.8,70.7,yes,>60 min,yes,textbook,77.1,60.2,68.7,66.8,d
052130552750,15,female,public,no formal,4.9,57.1,yes,<15 min,no,mixed,73.9,40.9,70.1,67.1,d
052130552751,17,male,public,no formal,6.6,95.8,yes,>60 min,yes,notes,71.5,86.6,83.9,85.3,b
052130552752,15,male,private,graduate,3.5,55.9,yes,15-30 min,no,mixed,66.1,53.7,59.2,59.6,d
052130552753,16,female,public,post graduate,3.7,77.6,yes,>60 min,yes,textbook,46.9,60,72.1,53.2,e
052130552754,15,male,private,graduate,6.9,58.3,no,30-60 min,yes,mixed,71,88.2,70.2,85.8,b
052130552755,18,other,public,high school,4.2,67.9,yes,30-60 min,yes,coaching,58.7,57.2,57.7,59.9,d
052130552756,19,male,public,diploma,6,76.5,yes,>60 min,no,online videos,70.1,63.7,80.5,72,c
052130552757,15,male,private,phd,7.3,85.2,yes,30-60 min,yes,coaching,100,100,91,97.2,a
052130552758,15,other,public,phd,3.5,98.8,yes,>60 min,no,online videos,63.4,71,71.7,65.2,d
052130552759,18,male,private,no formal,7.2,95.9,yes,>60 min,yes,online videos,100,100,92.4,89.7,b
052130552760,16,male,private,graduate,3,76,yes,<15 min,yes,mixed,73.4,59.5,72.5,61.6,d
052130552761,17,male,private,graduate,7.5,65.6,no,<15 min,yes,textbook,72.6,74.1,75.5,79,c
052130552762,18,other,private,diploma,2.8,76.8,yes,>60 min,yes,coaching,60.1,57.4,58.7,62.7,d
052130552763,14,other,private,diploma,2.3,68.3,no,>60 min,yes,online videos,62.9,72.1,55.7,53.9,e
052130552764,19,male,private,post graduate,5.9,73,yes,30-60 min,yes,notes,67.2,86.4,67.1,67.6,d
052130552765,16,female,private,phd,7.4,95.7,yes,15-30 min,yes,mixed,100,100,99.4,97.4,a
052130552766,17,female,public,high school,6.3,75.7,yes,30-60 min,no,notes,93.7,69.3,90.2,84,c
052130552767,16,other,private,phd,6.1,52.1,yes,30-60 min,yes,textbook,58.7,77.8,77.9,75.7,c
052130552768,18,female,public,phd,7.8,84.2,yes,<15 min,no,coaching,100,100,97,100,a
052130552769,17,female,public,no formal,4.7,64,yes,>60 min,yes,mixed,57.3,63.7,43.5,53.9,e
052130552770,15,female,public,high school,7.2,60.7,yes,15-30 min,no,coaching,90.3,75,89.5,86.5,b
052130552771,15,male,private,diploma,0.8,88.3,yes,>60 min,no,coaching,34.9,36.2,19.8,31.9,f
052130552772,19,female,public,graduate,1.5,58.3,yes,15-30 min,yes,notes,46,77.3,48.7,43.2,e
052130552773,17,female,public,high school,2.5,80.5,yes,>60 min,no,online videos,76.6,46.6,56.5,59,d
052130552774,15,other,private,diploma,7.6,90.9,yes,15-30 min,no,textbook,99.7,100,92.7,96.1,a
052130552775,14,female,public,no formal,2,65,yes,15-30 min,no,mixed,44.7,57,44.2,49.6,e
052130552776,14,other,private,no formal,3.4,73.6,no,15-30 min,yes,textbook,53.4,46.5,59.4,57.8,d
052130552777,19,female,private,diploma,0.8,78.9,yes,30-60 min,no,mixed,42.5,52.6,43.4,45.3,e
052130552778,19,other,private,graduate,1.1,82.1,yes,<15 min,no,online videos,54.8,42.3,39,42.5,e
052130552779,16,other,public,diploma,4.9,98.6,yes,<15 min,yes,online videos,58.1,75.5,73.3,68.9,d
052130552780,15,male,public,diploma,1.2,94.4,yes,15-30 min,yes,textbook,62.2,45.5,44.1,47.3,e
052130552781,16,female,private,diploma,7.2,60.5,yes,30-60 min,no,notes,79.9,81.5,82,78.2,c
052130552782,14,other,public,graduate,7.1,77.3,yes,30-60 min,yes,notes,57.6,82.7,90,79.3,c
052130552783,17,female,private,post graduate,5.2,57.9,yes,30-60 min,no,group study,86.7,71.3,73.9,73.8,c
052130552784,17,other,private,graduate,3.5,53,yes,15-30 min,yes,online videos,66.6,56.3,58.9,58.7,d
052130552785,19,female,public,no formal,7.2,68.4,no,<15 min,yes,online videos,80.5,83.4,63.9,84.3,c
052130552786,15,other,public,no formal,4.2,66,yes,30-60 min,yes,group study,58.8,53.2,62.6,56.9,d
052130552787,15,female,public,diploma,1.9,78.5,yes,30-60 min,no,mixed,64.2,51.8,37.5,55.1,d
052130552788,14,female,public,high school,3.1,82.1,yes,15-30 min,yes,textbook,64.1,38.5,56,52.5,e
052130552789,16,male,public,graduate,3.2,69.3,yes,15-30 min,no,online videos,61.6,55.8,59.1,63.1,d
052130552790,17,male,public,post graduate,4.8,93.4,yes,>60 min,yes,textbook,88.9,59.5,73,75.4,c
052130552791,14,male,private,high school,3.5,92.1,yes,30-60 min,yes,coaching,60.3,72.6,51.3,62.1,d
052130552792,18,other,public,diploma,6.6,86.1,yes,15-30 min,yes,notes,100,97.2,84.6,92.5,b
052130552793,16,female,private,high school,5.2,67.5,yes,15-30 min,yes,mixed,61.3,82.2,54.8,77.2,c
052130552794,18,female,public,diploma,2.4,62.1,yes,>60 min,no,mixed,65.5,45.2,61.2,50.2,e
052130552795,16,female,private,diploma,3.5,55.8,no,15-30 min,yes,notes,37.2,45.6,53.3,54.7,e
052130552796,14,female,public,no formal,5.9,62.5,yes,<15 min,yes,online videos,56.4,59.7,59.7,64.3,d
052130552797,14,other,public,graduate,2.3,98,yes,<15 min,no,mixed,60.4,42.5,28,50.2,e
052130552798,17,female,private,high school,1.2,70.9,yes,<15 min,no,group study,46.2,27.9,40.8,45.2,e
052130552799,17,female,private,post graduate,5.8,70.8,yes,<15 min,yes,textbook,84.5,77,65.2,77.4,c
052130552800,18,female,public,post graduate,3.5,73.5,yes,15-30 min,yes,online videos,49.2,54.6,38.9,61.1,d
052130552801,19,female,private,high school,1.4,82.4,yes,15-30 min,no,coaching,40.2,49.1,52.9,48.7,e
052130552802,14,female,private,phd,4.1,96,yes,>60 min,yes,textbook,60.5,53.5,57.7,63.4,d
052130552803,15,male,private,no formal,4.7,55.7,no,>60 min,yes,notes,40,41.7,81.4,55.6,d
052130552804,15,other,private,graduate,0.7,91,yes,30-60 min,no,mixed,58.3,46.8,45.3,47,e
052130552805,14,female,private,post graduate,6.4,72.4,yes,>60 min,yes,mixed,88.9,68.6,85.4,89.5,b
052130552806,14,female,private,graduate,4.2,63.7,yes,15-30 min,no,mixed,56.7,79,84,68.1,d
052130552807,14,female,public,graduate,0.7,77.2,yes,>60 min,no,notes,28.5,30.2,25.3,29.1,f
052130552808,17,female,private,diploma,7,77,yes,<15 min,yes,coaching,87.7,83.2,88.2,87.8,b
052130552809,14,other,private,no formal,4.9,56.7,no,<15 min,no,online videos,59,52.4,67,54.1,e
052130552810,15,male,public,post graduate,7.7,54.9,yes,>60 min,yes,coaching,84.1,98.8,86.8,85.3,b
052130552811,14,male,public,phd,2.6,81.3,yes,15-30 min,no,online videos,47.6,53.6,51.7,55.3,d
052130552812,18,other,public,post graduate,3.6,86.8,no,>60 min,yes,online videos,55.2,57.8,70.4,57.4,d
052130552813,17,other,private,no formal,5.5,80.7,yes,<15 min,yes,online videos,100,78.5,95.3,85.9,b
052130552814,19,female,private,high school,7.4,67.6,yes,15-30 min,yes,group study,84.8,95.3,100,81.3,c
052130552815,14,female,private,post graduate,6.4,77.8,no,>60 min,yes,mixed,80.1,93.6,100,89.8,b
052130552816,15,female,private,post graduate,5.3,95.3,yes,<15 min,yes,online videos,100,100,91,90,b
052130552817,16,other,private,diploma,6.5,96.2,yes,>60 min,yes,group study,100,79.6,100,100,a
052130552818,17,female,public,high school,1.2,61.6,yes,>60 min,no,online videos,44,27.5,38.6,38.8,f
052130552819,14,other,private,diploma,5.9,54.8,yes,15-30 min,no,group study,73.9,74.7,65.5,74.5,c
052130552820,15,female,public,no formal,4.8,82.7,yes,15-30 min,yes,textbook,53.4,75.9,70.8,68.2,d
052130552821,16,female,private,no formal,2.6,58.7,yes,<15 min,no,notes,41.1,52.4,54.7,42.1,e
052130552822,14,other,private,no formal,2.3,90.1,no,<15 min,yes,textbook,51.4,63.7,74.5,63.8,d
052130552823,16,female,public,post graduate,2.7,64,yes,>60 min,yes,coaching,41.7,30,31.5,38.7,f
052130552824,18,male,private,no formal,1.4,57.5,no,>60 min,yes,online videos,13.3,25.7,27.9,34.2,f
052130552825,17,male,private,graduate,2.5,90.8,yes,30-60 min,no,group study,57,64.8,60.9,51.2,e
052130552826,16,other,private,high school,1,60.4,yes,30-60 min,no,coaching,7.9,31.2,18.5,25.6,f
052130552827,16,female,public,post graduate,5.5,50.4,yes,<15 min,no,group study,60.9,70.1,52,60,d
052130552828,19,male,private,no formal,4.3,91.1,yes,<15 min,no,mixed,92.2,95.7,68.5,76.6,c
052130552829,17,other,public,phd,1.5,54.7,yes,15-30 min,no,mixed,28.1,6.7,35.5,37.5,f
052130552830,17,other,private,no formal,5.7,71,yes,15-30 min,yes,textbook,66.8,63.1,85.7,73.4,c
052130552831,19,female,private,phd,1.8,69.8,yes,<15 min,yes,notes,44.7,28.5,41.1,41,e
052130552832,14,female,private,no formal,4.2,57.1,yes,15-30 min,no,online videos,47.5,31.7,49,53,e
052130552833,14,other,public,no formal,7.4,51.8,yes,30-60 min,yes,coaching,97,89.8,97.8,85.1,b
052130552834,16,male,private,no formal,6.2,54.2,no,15-30 min,yes,coaching,61.4,52.5,58.1,64.2,d
052130552835,15,male,public,post graduate,4.9,71.4,yes,30-60 min,yes,notes,72,55.4,53.2,62.3,d
052130552836,15,female,private,diploma,4.9,97.9,yes,30-60 min,yes,group study,81.9,76.8,74.6,77.1,c
052130552837,14,female,public,diploma,1,86.2,yes,15-30 min,no,textbook,36.4,35.8,33.2,35.9,f
052130552838,19,male,public,post graduate,3.7,85.7,yes,<15 min,yes,textbook,66.5,80.2,68.2,65.1,d
052130552839,17,male,public,high school,2.8,83.5,yes,>60 min,no,notes,55.5,56,73.7,51.9,e
052130552840,18,other,private,graduate,4.1,88.5,yes,15-30 min,yes,group study,68.2,50.3,61.1,72,c
052130552841,14,female,public,high school,7.6,76.5,yes,15-30 min,yes,online videos,93.3,74.6,78.7,81.6,c
052130552842,16,other,private,no formal,6.4,99.3,no,30-60 min,no,group study,78.4,82.7,98.5,91.2,b
052130552843,17,female,private,phd,5.1,80.4,yes,30-60 min,yes,textbook,98.8,100,91.2,82.7,c
052130552844,17,female,private,diploma,5.8,81.5,no,30-60 min,no,textbook,72.3,99.6,100,85.2,b
052130552845,18,female,public,phd,6,51.1,yes,>60 min,yes,textbook,71.2,59.8,71.1,60.9,d
052130552846,18,female,public,diploma,3.9,87.7,no,<15 min,no,notes,82.3,55.1,59.6,62.8,d
052130552847,16,other,public,phd,7,67.8,yes,30-60 min,no,textbook,100,94.7,88.9,90.5,b
052130552848,18,other,private,high school,5.1,88.7,yes,>60 min,yes,textbook,47.2,72.5,59.5,67.7,d
052130552849,15,other,private,graduate,6,92.4,yes,30-60 min,yes,textbook,89.6,87.8,88.3,89.1,b
052130552850,14,other,public,diploma,0.6,51.1,yes,30-60 min,no,mixed,17,0,23.3,16.7,f
052130552851,19,male,private,phd,4.5,69.2,yes,15-30 min,no,mixed,74.9,53.7,58.6,58.7,d
052130552852,14,female,private,diploma,3.2,95.2,yes,>60 min,yes,coaching,59.7,67.5,72.1,73.4,c
052130552853,15,other,private,post graduate,0.9,56.4,no,30-60 min,no,group study,37.1,30.3,44.3,37.5,f
052130552854,14,female,public,diploma,5.3,87.2,yes,15-30 min,yes,textbook,65.7,57.8,84.4,75.2,c
052130552855,15,female,public,diploma,7.5,66.2,yes,>60 min,yes,notes,92.1,98.4,97.9,90,b
052130552856,16,male,private,post graduate,6,75.5,no,>60 min,no,notes,72,77.1,88.4,77.4,c
